"Overlast";"Perioden";"Wijken en buurten";"Geregistreerde overlast (aantal)"
"Openbare dronkenschap";"2023 april";"Schellingwoude West";"       0"
"Openbare dronkenschap";"2023 april";"Schellingwoude Oost";"       0"
"Openbare dronkenschap";"2023 april";"Schellingwoude Noord";"       0"
"Openbare dronkenschap";"2023 april";"Durgerdam";"       0"
"Openbare dronkenschap";"2023 april";"Zwarte Gouw";"       0"
"Openbare dronkenschap";"2023 april";"Ransdorp";"       0"
"Openbare dronkenschap";"2023 april";"Holysloot";"       0"
"Openbare dronkenschap";"2023 april";"Zunderdorp";"       0"
"Openbare dronkenschap";"2023 april";"Noorderstrook West";"       0"
"Openbare dronkenschap";"2023 april";"Noorderstrook Oost";"       0"
"Openbare dronkenschap";"2023 april";"Elzenhagen";"       0"
"Openbare dronkenschap";"2023 april";"Nintemanterrein";"       0"
"Openbare dronkenschap";"2023 april";"Elzenhagen Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Elzenhagen Noord";"       0"
"Openbare dronkenschap";"2023 april";"Chassébuurt";"       0"
"Openbare dronkenschap";"2023 april";"Kortenaerkwartier";"       0"
"Openbare dronkenschap";"2023 april";"Filips van Almondekwartier";"       0"
"Openbare dronkenschap";"2023 april";"De Wester Quartier";"       0"
"Openbare dronkenschap";"2023 april";"Van Brakelkwartier";"       0"
"Openbare dronkenschap";"2023 april";"Slotermeer-Noordoost";"       1"
"Openbare dronkenschap";"2023 april";"Buurt 3";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 2";"       1"
"Openbare dronkenschap";"2023 april";"Slotermeer-Zuidwest";"       0"
"Openbare dronkenschap";"2023 april";"Slotermeer Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Noordoever Sloterplas";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 4 Oost";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 5 Noord";"       0"
"Openbare dronkenschap";"2023 april";"Sloterpark";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 5 Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Geuzenveld";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 6";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 7";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 8";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 9";"       0"
"Openbare dronkenschap";"2023 april";"Eendrachtspark";"       0"
"Openbare dronkenschap";"2023 april";"Eendracht";"       0"
"Openbare dronkenschap";"2023 april";"Osdorper Binnenpolder";"       0"
"Openbare dronkenschap";"2023 april";"Buurt 10";"       0"
"Openbare dronkenschap";"2023 april";"Lutkemeer/Ookmeer";"       0"
"Openbare dronkenschap";"2023 april";"Ookmeer";"       0"
"Openbare dronkenschap";"2023 april";"Osdorper Bovenpolder";"       0"
"Openbare dronkenschap";"2023 april";"Bedrijvenpark Lutkemeer";"       0"
"Openbare dronkenschap";"2023 april";"Osdorp-Oost";"       0"
"Openbare dronkenschap";"2023 april";"Wildeman";"       0"
"Openbare dronkenschap";"2023 april";"Meer en Oever";"       0"
"Openbare dronkenschap";"2023 april";"Osdorpplein e.o.";"       0"
"Openbare dronkenschap";"2023 april";"Calandlaan/Lelylaan";"       0"
"Openbare dronkenschap";"2023 april";"Osdorp Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"Osdorp-Midden";"       0"
"Openbare dronkenschap";"2023 april";"Osdorp Midden Noord";"       0"
"Openbare dronkenschap";"2023 april";"Osdorp Midden Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Zuidwestkwadrant Osdorp Noord";"       0"
"Openbare dronkenschap";"2023 april";"Zuidwestkwadrant Osdorp Zuid";"       0"
"Openbare dronkenschap";"2023 april";"De Punt";"       0"
"Openbare dronkenschap";"2023 april";"De Punt";"       0"
"Openbare dronkenschap";"2023 april";"Bedrijvencentrum Osdorp";"       0"
"Openbare dronkenschap";"2023 april";"Middelveldsche Akerpolder";"       0"
"Openbare dronkenschap";"2023 april";"Middelveldsche Akerpolder";"       0"
"Openbare dronkenschap";"2023 april";"De Aker West";"       0"
"Openbare dronkenschap";"2023 april";"De Aker Oost";"       0"
"Openbare dronkenschap";"2023 april";"Slotervaart Noord";"       0"
"Openbare dronkenschap";"2023 april";"Oostoever Sloterplas";"       0"
"Openbare dronkenschap";"2023 april";"Emanuel van Meterenbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Jacob Geelbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Overtoomse Veld";"       0"
"Openbare dronkenschap";"2023 april";"Overtoomse Veld Noord";"       0"
"Openbare dronkenschap";"2023 april";"Overtoomse Veld Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Rembrandtpark Noord";"       0"
"Openbare dronkenschap";"2023 april";"Rembrandtpark Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Johan Jongkindbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Lucas/Andreasziekenhuis e.o.";"       0"
"Openbare dronkenschap";"2023 april";"Westlandgracht";"       0"
"Openbare dronkenschap";"2023 april";"Koningin Wilhelminaplein";"       0"
"Openbare dronkenschap";"2023 april";"Andreasterrein";"       0"
"Openbare dronkenschap";"2023 april";"Delflandpleinbuurt Oost";"       0"
"Openbare dronkenschap";"2023 april";"Delflandpleinbuurt West";"       0"
"Openbare dronkenschap";"2023 april";"Riekerhaven";"       0"
"Openbare dronkenschap";"2023 april";"Schipluidenbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Sloter-/Riekerpolder";"       1"
"Openbare dronkenschap";"2023 april";"Riekerpolder";"       0"
"Openbare dronkenschap";"2023 april";"Park Haagseweg";"       0"
"Openbare dronkenschap";"2023 april";"Nieuwe Meer";"       0"
"Openbare dronkenschap";"2023 april";"Sloterweg e.o.";"       0"
"Openbare dronkenschap";"2023 april";"Nieuw Sloten Noordwest";"       0"
"Openbare dronkenschap";"2023 april";"Nieuw Sloten Noordoost";"       0"
"Openbare dronkenschap";"2023 april";"Belgiëplein e.o.";"       1"
"Openbare dronkenschap";"2023 april";"Nieuw Sloten Zuidwest";"       0"
"Openbare dronkenschap";"2023 april";"Nieuw Sloten Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"Dorp Sloten";"       0"
"Openbare dronkenschap";"2023 april";"Slotervaart Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Louis Chrispijnbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Jacques Veltmanbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Staalmanbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Medisch Centrum Slotervaart";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert-West";"       0"
"Openbare dronkenschap";"2023 april";"Gelderlandpleinbuurt";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert Midden Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert Zuidwest";"       0"
"Openbare dronkenschap";"2023 april";"Amsterdamse Bos";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert West Midden";"       0"
"Openbare dronkenschap";"2023 april";"Zuiderhof";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert-Oost";"       0"
"Openbare dronkenschap";"2023 april";"De Klenckebuurt";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert Oost Midden";"       0"
"Openbare dronkenschap";"2023 april";"Buitenveldert Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"Amstelpark";"       0"
"Openbare dronkenschap";"2023 april";"Amstel III/Bullewijk";"       1"
"Openbare dronkenschap";"2023 april";"Hoofdcentrum Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"Amstel III deel A/B Noord";"       0"
"Openbare dronkenschap";"2023 april";"Amstel III deel C/D Noord";"       1"
"Openbare dronkenschap";"2023 april";"Amstel III deel A/B Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Amstel III deel C/D Zuid";"       0"
"Openbare dronkenschap";"2023 april";"AMC";"       0"
"Openbare dronkenschap";"2023 april";"Hoge Dijk";"       0"
"Openbare dronkenschap";"2023 april";"Bijlmer Centrum (D,F,H)";"       5"
"Openbare dronkenschap";"2023 april";"Venserpolder West";"       0"
"Openbare dronkenschap";"2023 april";"Venserpolder Oost";"       0"
"Openbare dronkenschap";"2023 april";"D-buurt";"       0"
"Openbare dronkenschap";"2023 april";"F-buurt";"       0"
"Openbare dronkenschap";"2023 april";"Amsterdamse Poort";"       5"
"Openbare dronkenschap";"2023 april";"Hoptille";"       0"
"Openbare dronkenschap";"2023 april";"Rechte H-buurt";"       0"
"Openbare dronkenschap";"2023 april";"Hakfort/Huigenbos";"       0"
"Openbare dronkenschap";"2023 april";"Huntum";"       0"
"Openbare dronkenschap";"2023 april";"Vogeltjeswei";"       0"
"Openbare dronkenschap";"2023 april";"Nelson Mandelapark";"       0"
"Openbare dronkenschap";"2023 april";"Bijlmer Oost (E,G,K)";"       1"
"Openbare dronkenschap";"2023 april";"E-buurt";"       0"
"Openbare dronkenschap";"2023 april";"G-buurt West";"       1"
"Openbare dronkenschap";"2023 april";"Bijlmermuseum Noord";"       0"
"Openbare dronkenschap";"2023 april";"Kortvoort";"       0"
"Openbare dronkenschap";"2023 april";"Kelbergen";"       0"
"Openbare dronkenschap";"2023 april";"K-buurt Midden";"       0"
"Openbare dronkenschap";"2023 april";"K-buurt Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"K-buurt Zuidwest";"       0"
"Openbare dronkenschap";"2023 april";"Grunder/Koningshoef";"       0"
"Openbare dronkenschap";"2023 april";"G-buurt Oost";"       0"
"Openbare dronkenschap";"2023 april";"Kantershof";"       0"
"Openbare dronkenschap";"2023 april";"Gooise Kant";"       0"
"Openbare dronkenschap";"2023 april";"G-buurt Noord";"       0"
"Openbare dronkenschap";"2023 april";"Bijlmermuseum Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Nellestein";"       0"
"Openbare dronkenschap";"2023 april";"L-buurt";"       0"
"Openbare dronkenschap";"2023 april";"Gaasperpark";"       0"
"Openbare dronkenschap";"2023 april";"Gaasperplas";"       0"
"Openbare dronkenschap";"2023 april";"Holendrecht/Reigersbos";"       1"
"Openbare dronkenschap";"2023 april";"Holendrecht West";"       0"
"Openbare dronkenschap";"2023 april";"Reigersbos Noord";"       0"
"Openbare dronkenschap";"2023 april";"Holendrecht Oost";"       1"
"Openbare dronkenschap";"2023 april";"Gaasperdam Noord";"       0"
"Openbare dronkenschap";"2023 april";"Gaasperdam Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Reigersbos Midden";"       0"
"Openbare dronkenschap";"2023 april";"Reigersbos Zuid";"       0"
"Openbare dronkenschap";"2023 april";"Gein";"       0"
"Openbare dronkenschap";"2023 april";"Gein Noordwest";"       0"
"Openbare dronkenschap";"2023 april";"Gein Zuidwest";"       0"
"Openbare dronkenschap";"2023 april";"Gein Noordoost";"       0"
"Openbare dronkenschap";"2023 april";"Gein Zuidoost";"       0"
"Openbare dronkenschap";"2023 april";"Driemond";"       0"
"Openbare dronkenschap";"2023 april";"Dorp Driemond";"       0"
"Openbare dronkenschap";"2023 april";"Landelijk gebied Driemond";"       0"
"Geluidshinder horeca";"2023 april";"Amsterdam";"       9"
"Geluidshinder horeca";"2023 april";"Burgwallen-Oude Zijde";"       1"
"Geluidshinder horeca";"2023 april";"Kop Zeedijk";"       0"
"Geluidshinder horeca";"2023 april";"Oude Kerk e.o.";"       1"
"Geluidshinder horeca";"2023 april";"Burgwallen Oost";"       0"
"Geluidshinder horeca";"2023 april";"Nes e.o.";"       0"
"Geluidshinder horeca";"2023 april";"BG-terrein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Burgwallen-Nieuwe Zijde";"       1"
"Geluidshinder horeca";"2023 april";"Stationsplein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Hemelrijk";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwendijk Noord";"       0"
"Geluidshinder horeca";"2023 april";"Spuistraat Noord";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwe Kerk e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Spuistraat Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Begijnhofbuurt";"       1"
"Geluidshinder horeca";"2023 april";"Kalverdriehoek";"       0"
"Geluidshinder horeca";"2023 april";"Grachtengordel-West";"       0"
"Geluidshinder horeca";"2023 april";"Langestraat e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Leliegracht e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Felix Meritisbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Leidsegracht Noord";"       0"
"Geluidshinder horeca";"2023 april";"Grachtengordel-Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Spiegelbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Gouden Bocht";"       0"
"Geluidshinder horeca";"2023 april";"Van Loonbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Amstelveldbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Rembrandtpleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Reguliersbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Leidsegracht Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwmarkt/Lastage";"       0"
"Geluidshinder horeca";"2023 april";"Oosterdokseiland";"       0"
"Geluidshinder horeca";"2023 april";"Scheepvaarthuisbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Rapenburg";"       0"
"Geluidshinder horeca";"2023 april";"Lastage";"       0"
"Geluidshinder horeca";"2023 april";"Nieuwmarkt";"       0"
"Geluidshinder horeca";"2023 april";"Uilenburg";"       0"
"Geluidshinder horeca";"2023 april";"Valkenburg";"       0"
"Geluidshinder horeca";"2023 april";"Zuiderkerkbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Waterloopleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Haarlemmerbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Westerdokseiland";"       0"
"Geluidshinder horeca";"2023 april";"Haarlemmerbuurt Oost";"       0"
"Geluidshinder horeca";"2023 april";"Haarlemmerbuurt West";"       0"
"Geluidshinder horeca";"2023 april";"Westelijke eilanden";"       0"
"Geluidshinder horeca";"2023 april";"Planciusbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Planciusbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Jordaan";"       0"
"Geluidshinder horeca";"2023 april";"Driehoekbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Bloemgrachtbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Marnixbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Zaagpoortbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Marnixbuurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"Elandsgrachtbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Passeerdersgrachtbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Groenmarktkadebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Marnixbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Anjeliersbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"Anjeliersbuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"De Weteringschans";"       0"
"Geluidshinder horeca";"2023 april";"Leidsebuurt Noordwest";"       0"
"Geluidshinder horeca";"2023 april";"Leidsebuurt Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Leidsebuurt Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Leidsebuurt Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Weteringbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Den Texbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Utrechtsebuurt Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Frederikspleinbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Weesperbuurt/Plantage";"       0"
"Geluidshinder horeca";"2023 april";"Weesperbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Sarphatistrook";"       0"
"Geluidshinder horeca";"2023 april";"de Plantage";"       0"
"Geluidshinder horeca";"2023 april";"Alexanderplein e.o.";"       0"
"Geluidshinder horeca";"2023 april";"Oostelijke Eilanden/Kadijken";"       0"
"Geluidshinder horeca";"2023 april";"Marine-Etablissement";"       0"
"Geluidshinder horeca";"2023 april";"Kattenburg";"       0"
"Geluidshinder horeca";"2023 april";"Wittenburg";"       0"
"Geluidshinder horeca";"2023 april";"Oostenburg";"       0"
"Geluidshinder horeca";"2023 april";"Czaar Peterbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Het Funen";"       0"
"Geluidshinder horeca";"2023 april";"Kazernebuurt";"       0"
"Geluidshinder horeca";"2023 april";"Kadijken";"       0"
"Geluidshinder horeca";"2023 april";"Westelijk Havengebied";"       0"
"Geluidshinder horeca";"2023 april";"Coenhaven/Mercuriushaven";"       0"
"Geluidshinder horeca";"2023 april";"Alfa-driehoek";"       0"
"Geluidshinder horeca";"2023 april";"Petroleumhaven";"       0"
"Geluidshinder horeca";"2023 april";"Westhaven Noord";"       0"
"Geluidshinder horeca";"2023 april";"Vervoerscentrum";"       0"
"Geluidshinder horeca";"2023 april";"Amerikahaven";"       0"
"Geluidshinder horeca";"2023 april";"Afrikahaven";"       0"
"Geluidshinder horeca";"2023 april";"Westhaven Zuid";"       0"
"Geluidshinder horeca";"2023 april";"Bedrijventerrein Sloterdijk";"       0"
"Geluidshinder horeca";"2023 april";"Sloterdijk II";"       0"
"Geluidshinder horeca";"2023 april";"Sloterdijk III Oost";"       0"
"Geluidshinder horeca";"2023 april";"Sloterdijk III West";"       0"
"Geluidshinder horeca";"2023 april";"De Heining";"       0"
"Geluidshinder horeca";"2023 april";"Teleport";"       0"
"Geluidshinder horeca";"2023 april";"Bretten Oost";"       0"
"Geluidshinder horeca";"2023 april";"Bretten West";"       0"
"Geluidshinder horeca";"2023 april";"Houthavens";"       0"
"Geluidshinder horeca";"2023 april";"Houthavens West";"       0"
"Geluidshinder horeca";"2023 april";"Houthavens Oost";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammer- en Zeeheldenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Zeeheldenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammerbuurt Noordoost";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammerbuurt Zuidoost";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammerbuurt Zuidwest";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammerbuurt Midden";"       0"
"Geluidshinder horeca";"2023 april";"Spaarndammerbuurt Noordwest";"       0"
"Geluidshinder horeca";"2023 april";"Westergasfabriek";"       0"
"Geluidshinder horeca";"2023 april";"Overbraker Binnenpolder";"       0"
"Geluidshinder horeca";"2023 april";"Staatsliedenbuurt";"       0"
"Geluidshinder horeca";"2023 april";"De Wittenbuurt Noord";"       0"
"Geluidshinder horeca";"2023 april";"De Wittenbuurt Zuid";"       0"
